Name,Age,Height,Market Value,img_url,Position,Team,Total played,Started,Minutes per game,Goals conceded per game,Saves per game,Goals,Scoring frequency,Goals per game,Shots per game,Shots on target per game,Assists,Key passes per game,Accurate per game,Acc. long balls,Acc. crosses,Clean sheets,Interceptions per game,Balls recovered per game,Dribbled past per game,Clearances per game,Errors leading to shot,Succ. dribbles,Total duels won,Aerial duels won,Fouls,Was fouled,Offsides,Goal kicks per game,Yellow,Yellow-red,Red
Julius Schwarzer Garcia,24,"1,81 m","Rp2,17B",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/foto-julian-garcia-schwarzer-230720-1689826203_original_58812.jpg?1698304682,GK,Arema FC,25,25,90,1.7,4.2 (71%),0,0 min,0,0,0,0,0,14.2 (89%),2.0 (54%),0.0 (0%),5,1.3,3.6,0,0.4,4,0.0 (0%),0.4 (91%),0.3 (100%),0.04,0.1,0,10,3,0,0
Adixi Lenzivio,31,"1,72 m","Rp869,08M",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/PE2515_original_23440.png?1710996606,GK,Arema FC,1,1,90,5,1.0 (17%),0,0 min,0,0,0,0,0,13.0 (93%),2.0 (67%),0.0 (0%),0,1,3,0,0,0,0.0 (0%),0.0 (0%),0.0 (0%),0,0,0,8,0,0,0
Dicki Agung,25,"1,80 m","Rp434,54M",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/foto-dicki-agung-setiawan-230630-1688072636_original_32579.jpg?1698304311,GK,Arema FC,1,0,40,0,0,0,0 min,0,0,0,0,0,6.0 (0%),3.0 (100%),0.0 (0%),0,0,1,1,0,0,0.0 (0%),0.0 (0%),0.0 (0%),0,0,0,2,0,0,0
Bagas Adi Nugroho,27,"1,76 m","Rp2,61B",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/Bagas_original_23470.png?1670220130,CB,Arema FC,23,20,87,,,0,0 min,0,0.2,0,0,0.1,28.2 (87%),2.9 (55%),0.0 (100%),,4,6.7,1.7,1.9,10,0.3 (100%),3.2 (38%),0.7 (47%),0.5,0.7,0,,3,0,0
Asyraq Gufron Ramadhan,28,"1,75 m","Rp1,30B",https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,CB,Arema FC,3,2,66,,,0,0 min,0,0,0,0,0,11.7 (81%),0.7 (33%),0.0 (0%),,4,5.3,1,2.3,0,0.3 (100%),3.3 (48%),0.7 (50%),0,0.3,0,,0,0,0
Charles,29,"1,84 m","Rp2,61B",https://malangposcomedia.id/mpm/uploads/2023/06/WhatsApp-Image-2023-06-21-at-15.36.31-jpeg.webp,CB,Arema FC,28,25,88,,,2,1230 min,0.07,1.7,0.6,0,0.1,37.4 (87%),4.2 (56%),0.0 (13%),,5.3,8.4,1.2,3.6,29,0.3 (100%),43 (46%),1.5 (60%),1.4,0.4,0.07,,3,0,0
Teguh Amiruddin,30,"1,82 m","Rp869,08M",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/Tegu_original_23468.png?1670220271,GK,Arema FC,7,7,90,1.6,3.1 (67%),0,0 min,0,0,0,0,0,11.7 (83%),4.0 (64%),0.0 (0%),1,2.3,3.6,0.3,0.1,3,0.0 (0%),0.6 (50%),0.3 (67%),0,0.3,0,9.3,1,0,0
Evandro Brandao,33,"1,80 m","Rp3,04B",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/foto-evandro-elmer-de-carvalho-brandao-230704-1688429259_original_61603.jpg?1698318855,CF,RANS Nusantara FC,30,27,89,,,6,447 min,0.2,1.6,0.5,1,0.6,14.6 (78%),0.5 (44%),0.2 (25%),,1.5,2.8,0.5,0.6,6,1.3 (65%),9.3 (37%),3.6 (48%),1.4,2.3,0.7,,3,0,0
Kenshiro Daniels,29,"1,75 m","Rp2,61B",https://pbs.twimg.com/media/F1tRPfsaQAEGABA.jpg,RW,RANS Nusantara FC,22,9,49,,,3,359 min,0.1,1.4,0.6,1,0.7,8.2 (73%),0.5 (44%),0.4 (38%),,1,1.7,0.9,0.4,4,0.6 (78%),2.9 (35%),1.0 (45%),0.8,0.6,0.1,,1,0,0
Kushedya Yudo,31,"1,73 m","Rp869,08M",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/foto-kushedya-hari-yudo-230702-1688241210_original_23629.jpg?1698319020,LW,RANS Nusantara FC,13,2,21,,,1,272 min,0.08,0.3,0.2,0,0.2,2.2 (76%),0.1 (33%),0.2 (67%),,0.3,0.5,0.2,0,0,0.2 (67%),1.2 (38%),0.4 (45%),0.3,0.3,0,,0,0,0
Aqsal Mustafa,22,"1,70 m","Rp173,82M",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/foto-muhammad-aqsal-mustafa-230702-1688268893_original_61598.jpg?1698319118,LW,RANS Nusantara FC,1,1,49,,,0,0 min,0,0,0,0,1,6.0 (86%),0 (0%),0.0 (0%),,1,1,2,1,1,1.0 (50%),3.0 (30%),1.0 (50%),0,0,0,,0,0,0
Tavinho,30,"1,79 m","Rp3,48B",https://img.a.transfermarkt.technology/portrait/big/203447-1563988317.jpg?lm=1,LW,RANS Nusantara FC,31,27,84,,,7,373 min,0.2,2.3,0.7,1,0.8,14.0 (67%),0.6 (39%),0.7 (29%),,3.4,5.5,2.4,1.3,11,3.8 (67%),14.5 (42%),3.3 (50%),3.5,2.7,0.5,0.03,10,0,0
Erwin Ramdani,30,"1,69 m","Rp1,30B",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/foto-erwin-ramdani-230701-1688152838_original_17864.jpg?1698318843,RW,RANS Nusantara FC,15,5,40,,,0,0 min,0,0.2,0.07,0,0.3,9.2 (76%),0.2 (50%),0.4 (35%),,1.2,2,0.5,0.1,3,1.1 (74%),3.5 (44%),0.5 (37%),0.3,1.2,0.1,,2,1,1
Antoni Nugroho,30,"1,68 m","Rp2,17B",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/foto-antoni-putro-nugroho-230630-1688138740_original_23610.jpg?1698318800,RW,RANS Nusantara FC,22,6,38,,,0,0 min,0,0.5,0.09,0,0.3,7.2 (74%),0.3 (46%),0.4 (26%),,0.6,1.7,0.9,0.2,3,0.9 (79%),2.0 (34%),0.1 (22%),0.6,0.3,0.2,,0,0,0
Dandi Maulana,25,"1,80 m","Rp1,30B",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/foto-dendi-agustian-maulana-230908-1694143997_original_24848.jpg?1698479197,CB,RANS Nusantara FC,10,9,82,,,0,0 min,0,0.4,0,0,0.1,26.3 (85%),4.4 (60%),0.0 (0%),,3.9,6.9,1.5,2,1,0.3 (43%),3.7 (37%),1.2 (46%),1.8,0.3,0.1,,3,0,0
Taufik Hidayat,31,"1,67 m","Rp2,17B",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/foto-taufik-hidayat-230630-1688140614_original_23474.jpg?1698319263,LB,RANS Nusantara FC,30,28,86,,,0,0 min,0,0.5,0.03,0,0.4,21.6 (75%),2.4 (47%),0.4 (29%),,4.5,8.3,4.5,2.2,15,1.1 (68%),5.2 (33%),0.9 (45%),1,1,0,,8,1,1
Samsul Arifin,39,"1,63 m","Rp434,54M",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/foto-samsul-arifin-230630-1688138067_original_24811.jpg?1698319253,LB,RANS Nusantara FC,14,6,54,,,0,0 min,0,0,0,1,0.3,8.7 (70%),0.9 (46%),0.1 (14%),,2.2,2.9,1.5,1.3,4,0.3 (80%),2.0 (27%),0.9 (50%),0.9,0.4,0,,3,0,0
Zidane Afandi,22,"1,70 m","Rp434,54M",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/foto-zidane-pramudiya-affandi-230703-1688329268_original_33552.jpg?1698319300,CMF,RANS Nusantara FC,6,5,62,,,1,372 min,0.2,0.8,0.7,0,0.3,7.8 (85%),1.0 (60%),0.5 (75%),,1.5,4.5,1.5,0.8,2,1.5 (82%),5.3 (44%),0.3 (40%),2,1.2,0,,4,0,0
Dallen Doke,26,"1,72 m","Rp2,17B",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/foto-dallen-ramadhan-rovani-doke-230630-1688138961_original_17880.jpg?1698318822,RB,RANS Nusantara FC,19,17,76,,,0,0 min,0,0.05,0,1,0.3,17.7 (78%),3.2 (65%),0.6 (55%),,4.7,8.6,2.5,2.3,10,0.3 (29%),4.8 (36%),1.6 (54%),1.1,0.9,0,,4,0,0
Muhammad Syukron,27,"1,83 m","Rp173,82M",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/foto-muhamad-syukron-230630-1688137725_original_25145.jpg?1698319107,CB,RANS Nusantara FC,5,1,49,,,0,0 min,0,0.6,0.2,0,0.2,15.6 (92%),1.0 (56%),0.0 (0%),,1.8,4.6,1.4,2.4,1,0.2 (100%),2.0 (36%),1.0 (56%),0.4,0.4,0,,1,0,0
Muhammad Irman Toberru,25,"1,75 m","Rp869,08M",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/foto-muhammad-irman-230630-1688139861_original_25536.jpg?1698319156,CF,RANS Nusantara FC,11,2,31,,,0,0 min,0,0.8,0.4,0,0,3.3 (73%),0.0 (0%),0.2 (67%),,0.6,1.2,0.3,0.4,1,0.4 (100%),2.4 (28%),1.1 (36%),1.5,0.3,0.09,,2,0,0
Antonius Florido Tuna,22,"1,70 m","Rp173,82M",https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,DMF,RANS Nusantara FC,4,3,46,,,0,0 min,0,0.8,0,0,0.3,15.8 (88%),0.5 (29%),0.0 (0%),,1,3.8,2,0.5,0,1.3 (83%),3.8 (30%),0.0 (0%),0.8,0.5,0,,1,0,0
Mitsuru Maruoka,28,"1,70 m","Rp5,21B",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/foto-mitsuru-maruoka-230701-1688166658_original_36023.jpg?1698319059,AMF,RANS Nusantara FC,28,28,90,,,9,294 min,0.3,1.9,0.7,2,1.9,23.7 (81%),3.1 (61%),0.6 (43%),,2.8,4.1,1.1,0.4,5,1.6 (74%),5.6 (40%),0.6 (43%),0.8,1.7,0.2,,4,0,0
Paulo Sitanggang,28,"1,68 m","Rp3,48B",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/foto-paulo-oktavianus-sitanggang-230630-1688140378_original_23603.jpg?1698319214,CMF,RANS Nusantara FC,31,29,86,,,0,0 min,0,0.8,0.03,0,0.4,21.0 (84%),1.5 (60%),0.2 (30%),,3.4,7.3,2.3,0.5,12,0.8 (79%),5.4 (38%),0.5 (41%),2,1.1,0.1,,5,0,0
Kiko,24,"1,82 m","Rp3,04B",https://static.promediateknologi.id/crop/0x0:0x0/0x0/webp/photo/infomase/2023/08/Screenshot_2023-08-28-14-01-42-80-01.jpeg,CB,RANS Nusantara FC,29,29,90,,,1,2750 min,0.03,0.2,0.03,0,0.1,25.3 (86%),2.6 (51%),0.1 (67%),,4.6,9.8,1.7,2.9,12,0.2 (88%),5.1 (45%),1.4 (57%),1.3,1.1,0,,6,0,0
Marckho Merauje,29,"1,78 m","Rp3,04B",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/foto-marckho-sandi-merauje-230630-1688139662_original_22356.jpg?1698319047,RB,RANS Nusantara FC,24,16,76,,,0,0 min,0,0.3,0.08,3,0.8,23.9 (73%),4.2 (63%),1.4 (39%),,2.7,5.7,2.4,1.5,7,1.1 (63%),3.5 (34%),0.4 (29%),0.8,1,0.08,,9,1,1
Andi Irfan,23,"1,61 m","Rp3,04B",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/IRFAN_original_26260.png?1673496665,LW,RANS Nusantara FC,26,8,45,,,1,1157 min,0.04,0.5,0.1,2,0.4,6.2 (59%),0.3 (35%),0.7 (29%),,1.3,2.3,1,0.6,1,1.6 (62%),3.5 (31%),0.3 (19%),1.2,0.7,0,,1,0,0
Hilmansyah,27,"1,83 m","Rp3,04B",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/foto-hilman-syah-230629-1688033101_original_22389.jpg?1698318982,GK,RANS Nusantara FC,26,26,90,1.3,2.8 (69%),0,0 min,0,0,0,0,0,10.2 (80%),4.1 (65%),0.0 (0%),5,2.5,4.3,0.1,0.6,8,0.0 (100%),1.0 (76%),0.7 (86%),0,0.4,9.7,,0,0,0
Abdul Rahman,21,"1,73 m","Rp2,17B",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/foto-abdul-rahman-230701-1688199494_original_61597.jpg?1698318756,RW,RANS Nusantara FC,23,20,65,,,2,745 min,0.09,1.4,0.5,0,0.4,9.8 (70%),0.6 (57%),0.3 (21%),,2.2,3.6,1.7,0.7,5,2.3 (67%),7.2 (40%),1.1 (43%),1.6,2.5,0.04,,5,0,0
Muhammad Ilhamsyah,25,"1,69 m","Rp1,74B",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/foto-ilham-syah-230630-1688138333_original_24719.jpg?1698319087,DMF,RANS Nusantara FC,25,19,75,,,0,0 min,0,0.5,0.1,2,0.2,19.5 (80%),1.8 (49%),0.1 (17%),,3,6.3,2.4,0.8,8,0.6 (83%),4.1 (31%),0.5 (33%),1.8,1,0.04,,6,0,0
Try Hamdani,30,"1,82 m","Rp1,30B",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/foto-try-hamdani-goentara-230630-1688140846_original_24604.jpg?1698319280,GK,RANS Nusantara FC,7,7,90,2.3,3.3 (59%),0,0 min,0,0,0,0,0,12.7 (75%),3.7 (53%),0.0 (0%),,3.1,5.1,0.1,0.1,2,0.0 (0%),0.6 (57%),0.3 (67%),0.3,0.1,0,9.6,1,1,1
Angelo Meneses,31,"1,89 m","Rp5,21B",https://img.a.transfermarkt.technology/portrait/big/284741-1541088767.jpg?lm=1,CB,RANS Nusantara FC,20,20,90,,,2,925 min,0.1,0.8,0.3,2,0.2,19.9 (74%),3.6 (46%),0.1 (25%),,4.8,9.3,1.6,3.9,15,0.1 (67%),5.9 (44%),2.3 (61%),1.4,1,0.05,0.2,2,0,0
Junior Brandao,28,"1,87 m","Rp5,65B",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/foto-jose-brandao-goncalves-junior-230628-1687930932_original_61593.jpg?1698310334,CF,Bhayangkara Presisi Indonesia FC,30,29,90,,,16,168 min,0.5,2.7,1.3,4,0.7,11.5 (74%),0.3 (73%),0.3 (33%),,1.2,2.2,0.4,0.6,6,1.1 (57%),5.5 (30%),1.6 (34%),1.4,0.5,1,,5,0,0
Titan Agung,23,"1,76 m","Rp1,30B",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/PE1818486633_original_22984.png?1690870731,CF,Bhayangkara Presisi Indonesia FC,14,6,43,,,1,607 min,0.07,1.1,0.4,0,0.6,7.6 (80%),0.4 (56%),0.1 (20%),,0.6,1.8,0.8,0.07,3,0.5 (64%),2.5 (28%),0.5 (39%),1.1,0.5,0.2,,0,0,0
Muhammad Ragil,19,"1,85 m","Rp1,30B",https://img.a.transfermarkt.technology/portrait/big/1149714-1705466070.png?lm=1,SS,Bhayangkara Presisi Indonesia FC,14,4,38,,,2,267 min,0.1,0.9,0.4,0,0.3,4.6 (83%),0 (0%),0.0 (0%),,0.9,1.2,0.4,0.3,5,0.6 (73%),2.8 (33%),0.8 (34%),1.5,1.1,0.5,,4,0,0
Alsan Putra Masat Sanda,31,"1,72 m","Rp1,30B",https://img.a.transfermarkt.technology/portrait/big/506337-1705463817.png?lm=1,RB,Bhayangkara Presisi Indonesia FC,5,3,48,,,0,0 min ,0,0.4,0.2,0,0.2,11.0 (71%),1.2 (46%),0.0 (0%),,2,2.8,1.8,0.6,2,0.2 (50%),2.6 (25%),0.0 (0%),1,0.6,0,,1,0,0
Radja Nainggolan,36,"1,76 m","Rp5,65B",https://img.a.transfermarkt.technology/portrait/big/41982-1666894874.jpg?lm=1,AMF,Bhayangkara Presisi Indonesia FC,10,9,83,,,1,828 min,0.1,2.4,0.8,3,1.2,23.4 (80%),2.4 (60%),0.5 (28%),,1.3,3.9,0.6,0.4,4,2.3 (92%),6.8 (50%),0.4 (57%),0.8,2.2,0.2,,2,0,0
Dendi Sulistyawan,27,"1,76 m","Rp3,04B",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/PE6949_original_23588.png?1690864641,RW,Bhayangkara Presisi Indonesia FC,31,25,80,,,2,1236 min,0.06,1.8,0.6,4,0.9,16.7 (71%),0.7 (46%),0.9 (32%),,1.7,3.6,1.4,0.5,8,2.7 (75%),7.6 (40%),1.3 (40%),1.1,1.9,0.6,,6,0,0
Matias Mier,33,"1,81 m","Rp4,78B",https://img.a.transfermarkt.technology/portrait/big/76716-1616809479.jpg?lm=1,AMF,Bhayangkara Presisi Indonesia FC,31,30,90,,,13,217 min,0.4,3.5,1.5,8,1.9,26.6 (80%),1.8 (53%),0.2 (20%),,1.5,3.2,0.6,0.4,9,1.6 (69%),7.4 (40%),1.8 (49%),1.2,1.1,0.4,,8,0,0
Adam Najem,29,"1,72 m","Rp2,61B",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/PE22223572_original_32703.png?1690863011,CMF,Bhayangkara Presisi Indonesia FC,15,15,90,,,0,0 min,0,0.3,0.07,0,0.7,44.1 (91%),2.0 (64%),0.2 (60%),,3.7,6.8,2.5,0.6,1,0.3 (67%),4.1 (33%),0.6 (47%),1.1,0.9,0.07,,2,0,0
Sani Rizki Fauzi,26,"1,65 m","Rp3,04B",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/PE1714564514_original_23583.png?1690870641,LW,Bhayangkara Presisi Indonesia FC,25,13,56,,,3,470 min,0.1,1.2,0.6,2,0.6,15.1 (77%),0.8 (48%),0.2 (29%),,2.4,3.6,1.2,0.7,12,2.0 (59%),5.0 (33%),0.8 (42%),1.6,0.6,0.3,,6,1,1
Muhammad Reza Kusuma,24,"1,74 m","Rp869,08M",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/PE21037302_original_32319.png?1690870151,CMF,Bhayangkara Presisi Indonesia FC,25,14,53,,,0,0 min,0,0.2,0.04,1,0.2,16.2 (83%),0.9 (39%),0.0 (0%),,3.1,5.4,2.3,0.6,11,0.4 (56%),3.2 (33%),0.5 (54%),1.4,0.9,0,,8,0,0
Zulfahmi Arifin,32,"1,76 m","Rp1,30B",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/zulfahmi_original_33236.png?1710595334,DMF,Bhayangkara Presisi Indonesia FC,15,15,77,,,0,0 min,0,0.07,0,0,0.3,21.5 (85%),2.1 (56%),0.1 (50%),,2.9,4.5,2.3,1,5,0.1 (100%),2.3 (22%),0.5 (50%),2.5,0.6,0,,5,0,0
Muhammad Hargianto,28,"1,68 m","Rp2,61B",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/PE7570_original_23579.png?1690869841,CMF,Bhayangkara Presisi Indonesia FC,26,10,52,,,0,0 min,0,0.6,0.08,1,0.6,15.8 (78%),1.7 (58%),0.3 (38%),,1.6,4,1.6,0.3,7,0.4 (73%),2.9 (36%),0.3 (44%),0.8,0.3,0,,4,0,0
Wahyu Subo Seto,31,"1,68 m","Rp2,17B",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/PE5066_original_23580.png?1690870865,CMF,Bhayangkara Presisi Indonesia FC,18,7,56,,,0,0 min,0,0.2,0.1,0,0.3,19.8 (84%),1.3 (67%),0.1 (17%),,2.4,5,2.3,0.4,9,0.6 (63%),4.3 (35%),0.6 (58%),1.7,1.4,0.06,,6,0,0
Teuku Ichsan,26,"1,76 m","Rp869,08M",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/TM_Ichsa_original_23581.webp?1670225702,CMF,Bhayangkara Presisi Indonesia FC,1,0,18,,,0,0 min,0,0,0,0,0,5.0 (0%),0 (0%),0.0 (0%),,0,2,3,0,0,0.0 (0%),1.0 (25%),0.0 (0%),0,1,0,,0,0,0
Abdul Abanda Rahman,33,"1,81 m","Rp434,54M",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/PE21255820_original_24626.png?1690862802,CB,Bhayangkara Presisi Indonesia FC,6,4,71,,,0,0 min,0,0,0,1,0.2,19.7 (89%),2.0 (67%),0.0 (0%),,3.7,6.5,2,2.2,5,0.0 (0%),3.8 (37%),1.7 (48%),1,1.2,0,,0,0,0
Rifky Ananta,23,"1,65 m","Rp173,82M",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/PE23027151_original_61714.png?1690870219,RB,Bhayangkara Presisi Indonesia FC,5,3,62,,,0,0 min,0,0,0,0,0.6,13.6 (75%),1.4 (64%),0.4 (22%),,2.8,4.8,4.4,0.2,1,0.2 (25%),2.2 (18%),0.2 (25%),1,0.8,0,,0,0,0
David Maulana,22,"1,69 m","Rp1,74B",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/PE2012134400_original_24855.png?1690864366,LB,Bhayangkara Presisi Indonesia FC,29,24,78,,,2,1137 min,0.07,0.4,0.2,0,0.7,25.2 (80%),2.9 (52%),0.9 (45%),,4,6.7,3.2,1.4,13,0.9 (67%),3.9 (33%),0.7 (39%),0.8,1.1,0,,5,0,0
Dimas Pamungkas,19,"1,74 m","Rp434,54M",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/PE21170255_original_22061.png?1690864713,CB,Bhayangkara Presisi Indonesia FC,9,4,59,,,0,0 min,0,0,0,0,0,10.0 (82%),0.7 (43%),0.0 (0%),,3.6,5.8,2.3,2,3,0.0 (0%),3.3 (31%),0.8 (58%),1.6,0.2,0,,3,0,0
Putu Gede Juni Antara,29,"1,76 m","Rp2,61B",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/PE7572_original_23575.png?1690859117,RB,Bhayangkara Presisi Indonesia FC,27,25,90,,,0,0 min,0,0.4,0.07,0,0.4,22.4 (76%),2.0 (41%),0.7 (40%),,3.9,6.7,3,3.5,14,0.4 (71%),3.1 (27%),1.2 (55%),1.3,0.1,0,,5,1,1
Anderson Salles,36,"1,82 m","Rp1,74B",https://www.footballdatabase.eu/images/photos/players/a_34/34071.jpg,CB,Bhayangkara Presisi Indonesia FC,32,31,90,,,3,1020 min,0.09,0.7,0.3,0,0.06,27.8 (87%),3.0 (60%),0.0 (50%),,5.4,10.5,1.9,3.8,23,0.1 (75%),4.5 (39%),2.3 (52%),1.1,0.3,0.2,0.06,4,0,0
Muhammad Rochman,29,"1,70 m","Rp1,74B",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/PE7574_original_23574.png?1690870049,LB,Bhayangkara Presisi Indonesia FC,28,23,75,,,0,0 min,0,0.3,0,0,0.3,18.3 (75%),1.5 (37%),0.5 (38%),,3.1,5.7,2.7,1.1,12,0.8 (77%),3.6 (33%),0.8 (50%),1.5,0.5,0.04,0.04,8,0,0
Indra Kahfi,37,"1,79 m","Rp173,82M",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/PE4284_original_23572.png?1690865428,CB,Bhayangkara Presisi Indonesia FC,2,0,18,,,0,0 min,0,0,0,0,0,0.5 (0%),0.5 (100%),0.0 (0%),,0,0.5,1.5,0.5,0,0.0 (0%),0.5 (10%),0.5 (0%),0.5,0,0,,1,0,0
Sabillah,30,"1,82 m","Rp1,30B",https://img.a.transfermarkt.technology/portrait/big/578394-1699779408.jpg?lm=1,CB,Bhayangkara Presisi Indonesia FC,2,0,9,,,0,0 min,0,0,0,0,0,0.0 (0%),0 (0%),0.0 (0%),,0.5,1,0.5,1,0,0.0 (0%),2.0 (67%),1.0 (0%),0,0,0,,0,0,0
Surya Maulana,23,"1,68 m","Rp434,54M",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/PE21281953_original_31550.png?1690870279,RB,Bhayangkara Presisi Indonesia FC,14,9,57,,,0,0 min,0,0.07,0,0,0.4,11.9 (72%),1.0 (38%),0.4 (56%),,2.8,5.4,3.4,2.5,9,0.9 (75%),3.6 (30%),0.8 (39%),1.2,0.7,0.07,,3,0,0
Awan Setho Raharjo,27,"1,74 m","Rp2,61B",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/PE7584_original_23565.png?1690864223,GK,Bhayangkara Presisi Indonesia FC,18,18,90,1.9,3.8 (66%),0,0 min,0,0,0,0,0,12.7 (82%),3.6 (60%),0.0 (0%),4,1.8,5.5,0.1,0.4,4,0.0 (0%),0.6 (77%),0.5 (90%),0,0.3,0,9.6,0,0,0
Aqil Savik,25,"1,86 m","Rp1,74B",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/PE1619997815_original_17844.png?1690866030,GK,Bhayangkara Presisi Indonesia FC,16,16,90,1.4,4.3 (76%),0,0 min,0,0,0,0,0,11.7 (81%),3.2 (55%),0.0 (0%),3,2.3,5.1,0.1,0.4,3,0.1 (100%),1.4 (81%),0.8 (87%),0,0.4,0,10.5,1,0,0
Marcelo Herrera,32,"1,85 m","Rp4,78B",https://img.a.transfermarkt.technology/portrait/big/270977-1463494485.JPG?lm=1,CB,Bhayangkara Presisi Indonesia FC,12,10,88,,,1,1051 min,0.08,1.2,0.3,0,0.2,26.5 (84%),2.5 (57%),0.1 (100%),,5.8,9.4,2.1,2.7,11,0.3 (100%),6.3 (45%),2.3 (60%),1,0.5,0.2,,3,0,0
Arsa Ahmad,20,"1,80 m","Rp869,08M",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/PE22039869_original_35622.png?1690864121,RW,Bhayangkara Presisi Indonesia FC,11,4,47,,,1,517 min,0.09,0.4,0.2,0,0.5,9.8 (79%),0.0 (0%),0.2 (40%),,1.5,2.7,0.7,0.3,5,1.3 (70%),4.1 (36%),0.5 (35%),0.7,1.2,0.09,,1,0,0
Osvaldo Hasy,26,"1,74 m","Rp2,61B",https://static.promediateknologi.id/crop/0x0:0x0/0x0/webp/photo/jawapos/2019/12/osvaldo-haay-dipta-wahyu-jp.jpg,LW,Bhayangkara Presisi Indonesia FC,5,3,64,,,0,0 min,0,0.8,0.6,1,0.6,8.4 (66%),0.2 (33%),0.4 (29%),,1.4,3,1.2,0.6,2,1.4 (54%),4.2 (30%),0.0 (0%),1.4,0.4,0.8,,0,0,0
Fajar Ramadhan Ginting,26,"1,70 m","Rp173,82M",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/foto-fajar-ramadhan-ginting-230908-1694125119_original_55537.jpg?1698389321,RW,Persikabo 1973,5,1,28,,,0,0 min,0,0,0,1,1,7.8 (81%),0.2 (50%),0.0 (0%),,0.6,1.4,0.2,0,0,0.8 (50%),2.8 (44%),0.0 (0%),0.8,0.2,0.4,,0,0,0
Komarudin,29,"1,67 m","Rp869,08M",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/PE1619583740_original_24619.png?1711180889,RW,Persikabo 1973,12,10,68,,,0,0 min,0,0.3,0,1,0.4,13.7 (78%),0.3 (38%),0.3 (17%),,1.1,2.2,0.8,0.3,2,0.9 (55%),3.8 (26%),0.4 (18%),2.3,0.8,0.3,,4,0,0
